Numéro de mesure,Longitude,Latitude,Position,Insee,Adresse,Complément,Code postal,Commune,Date de mesure,Mesure réalisée,Rapport,Conformité de la mesure,Niveau global,Type d'environnement,Laboratoire
7016,3.84000,43.60889,"03° 50' 24.00'' Est, 43° 36' 32.00'' Nord",34172,888 Rue François Dezeuze,"Sur le balcon chez M. LANGLOIS, au 5ème et dernier étage.",34070,MONTPELLIER,18/10/2005,En intérieur,FicheMesure7016.pdf,Oui,6.99,Lieu d'habitation,CSTB - Saint Martin d'Heres
7017,3.84000,43.60889,"03° 50' 24.00'' Est, 43° 36' 32.00'' Nord",34172,888 Rue François Dezeuze,"Dans le bureau chez M. LANGLOIS, 5ème et dernier étage.",34070,MONTPELLIER,18/10/2005,En intérieur,FicheMesure7017.pdf,Oui,6.25,Lieu d'habitation,CSTB - Saint Martin d'Heres
7023,3.66750,43.39528,"03° 40' 03.00'' Est, 43° 23' 43.00'' Nord",34301,19 Boulevard Joliot Curie,"Dans la salle de classe n°413, 4ème et dernier étage du lycée.",34200,SETE,19/10/2005,En intérieur,FicheMesure7023.pdf,Oui,6.01,Lieu d'habitation,CSTB - Saint Martin d'Heres
7315,3.92667,43.52722,"03° 55' 36.00'' Est, 43° 31' 38.00'' Nord",34192,24 Boulevard des Guilhems,"Dans le salon chez M. REYNAERT, appartement 22, 4ème & dernier étage.",34250,PALAVAS-LES-FLOTS,7/12/2005,En intérieur,FicheMesure7315.pdf,Oui,6.78,Lieu d'habitation,CSTB - Saint Martin d'Heres
7316,3.92694,43.52722,"03° 55' 37.00'' Est, 43° 31' 38.00'' Nord",34192,24 Boulevard des Guilhems,"Dans le salon chez M. MANELA, appartement 25, 4ème & dernier étage.",34250,PALAVAS-LES-FLOTS,7/12/2005,En intérieur,FicheMesure7316.pdf,Oui,6.8,Lieu d'habitation,CSTB - Saint Martin d'Heres
7317,3.92667,43.52722,"03° 55' 36.00'' Est, 43° 31' 38.00'' Nord",34192,24 Boulevard des Guilhems,"Dans le salon chez M. & Mme BALDIN, appartement 12, au 2nd étage.",34250,PALAVAS-LES-FLOTS,7/12/2005,En intérieur,FicheMesure7317.pdf,Oui,6.70,Lieu d'habitation,CSTB - Saint Martin d'Heres
7645,3.69000,43.44944,"03° 41' 24.00'' Est, 43° 26' 58.00'' Nord",34023,Plan de Thau,Villa de M et Mme MARCENAC,34540,BALARUC-LES-BAINS,1/2/2006,En intérieur,FicheMesure7645.pdf,Oui,7.45,Lieu d'habitation,BUREAU VERITAS - Marseille
8489,3.69361,43.65028,"03° 41' 37.00'' Est, 43° 39' 01.00'' Nord",34163,Avenue Font Mosson,"Ecole Primaire de Montarnaud, dans l'escalier, sur le palier, entre le rez de chaussée et le premier étage",34570,MONTARNAUD,17/5/2006,En intérieur,FicheMesure8489.pdf,Oui,6.2,Lieu d'habitation,AEXPERTISE
8491,3.86333,43.62417,"03° 51' 48.00'' Est, 43° 37' 27.00'' Nord",34172,114 Rue du Triolet,"au 3ème étage du bâtiment France Telecom, devant la fenêtre de la salle P303",34090,MONTPELLIER,19/4/2006,En intérieur,FicheMesure8491.pdf,Oui,6.44,Lieu d'habitation,AEXPERTISE
8492,3.86333,43.62417,"03° 51' 48.00'' Est, 43° 37' 27.00'' Nord",34172,114 Rue du Triolet,"au 2ème étage du bâtiment France Telecom, devant la fenêtre à l'intersection de la rue du triolet et de l'avenue Sabatier d'Espeyran de la salle P205",34090,MONTPELLIER,19/4/2006,En intérieur,FicheMesure8492.pdf,Oui,6.47,Lieu d'habitation,AEXPERTISE
8493,3.86333,43.62417,"03° 51' 48.00'' Est, 43° 37' 27.00'' Nord",34172,114 Rue du Triolet,"au 2ème étage du bâtiment France Telecom, devant la fenêtre dans le coin de la salle P201",34090,MONTPELLIER,19/4/2006,En intérieur,FicheMesure8493.pdf,Oui,7.84,Lieu d'habitation,AEXPERTISE
8494,3.91083,43.61139,"03° 54' 39.00'' Est, 43° 36' 41.00'' Nord",34172,233 Rue Guglielmo Marconi,"rue Marconi, Clos St Georges, chez M et Mme Gimenez, au coin de la terrasse abritée, côté maison",34000,MONTPELLIER,17/5/2006,En intérieur,FicheMesure8494.pdf,Oui,6.78,Lieu d'habitation,AEXPERTISE
9522,3.82389,43.63361,"03° 49' 26.00'' Est, 43° 38' 01.00'' Nord",34172,Cour des Provinces,"Chez M. Lasseron, au 5ème étage, dans le salon, devant la fenêtre",34000,MONTPELLIER,5/10/2006,En intérieur,FicheMesure9522.pdf,Oui,6.45,Lieu d'habitation,AEXPERTISE
9523,3.82389,43.63361,"03° 49' 26.00'' Est, 43° 38' 01.00'' Nord",34172,Cour des Provinces,"Au 10ème étage, sur le palier",34080,MONTPELLIER,5/10/2006,En intérieur,FicheMesure9523.pdf,Oui,7.78,Lieu d'habitation,AEXPERTISE
9528,3.94556,43.57028,"03° 56' 44.00'' Est, 43° 34' 13.00'' Nord",34198,10 Rue du Chateau d'Eau,"Maison des Arts, au 2ème étage, salle 6, devant la fenêtre, côté rue Alphonse Daudet",34470,PEROLS,5/10/2006,En intérieur,FicheMesure9528.pdf,Oui,10.01,Lieu d'habitation,AEXPERTISE
9530,3.94556,43.57028,"03° 56' 44.00'' Est, 43° 34' 13.00'' Nord",34198,10 Rue du Château d'Eau,"Maison des Arts, 1er étage, dans le hall, à gauche de la salle 4, côté Avenue du Château d'eau",34470,PEROLS,5/10/2006,En intérieur,FicheMesure9530.pdf,Oui,6.5,Lieu d'habitation,AEXPERTISE
9906,3.68556,43.40167,"03° 41' 08.00'' Est, 43° 24' 06.00'' Nord",34301,Chemin de Saint Clair,"Dans la salle du foyer des Saint Clairiens, RDC.",34200,SETE,30/11/2006,En intérieur,FicheMesure9906.pdf,Oui,8.78,Lieu d'habitation,CSTB - Saint Martin d'Heres
10049,3.37778,43.50611,"03° 22' 40.00'' Est, 43° 30' 22.00'' Nord",34063,Route de Nizas,Dans la cuisine de M. Bisaillon,34720,CAUX,20/12/2006,En intérieur,FicheMesure10049.pdf,Oui,9.78,Lieu d'habitation,AEXPERTISE
10059,3.86361,43.59278,"03° 51' 49.00'' Est, 43° 35' 34.00'' Nord",34172,394 Rue Marcel Paul,"Quartier Croix d'argent, N°394, sur le palier du 7ème étage en haut des escaliers",34070,MONTPELLIER,4/12/2006,En intérieur,FicheMesure10059.pdf,Oui,6.66,Lieu d'habitation,AEXPERTISE
10060,3.83944,43.61611,"03° 50' 22.00'' Est, 43° 36' 58.00'' Nord",34172,623 Rue d'Alco,"Sur le palier su 4ème étage, devant l'appartement n°589 du bâtiment 3 de la résidence Cour des Ecoles",34080,MONTPELLIER,4/12/2006,En intérieur,FicheMesure10060.pdf,Oui,6.44,Lieu d'habitation,AEXPERTISE
10392,3.87639,43.60750,"03° 52' 35.00'' Est, 43° 36' 27.00'' Nord",34172,8 Rue en Gondeau,"Chez M. André, devant le canapé, côté cuisine",34000,MONTPELLIER,29/1/2007,En intérieur,FicheMesure10392.pdf,Oui,6.48,Lieu d'habitation,AEXPERTISE
10670,3.88083,43.61611,"03° 52' 51.00'' Est, 43° 36' 58.00'' Nord",34172,5 Place des Beaux Arts,"Devant la porte d'entrée, dans le hall de l'immeuble.",34080,MONTPELLIER,7/3/2007,En intérieur,FicheMesure10670.pdf,Oui,7.77,Lieu d'habitation,CSTB - Saint Martin d'Heres
10671,3.88083,43.61611,"03° 52' 51.00'' Est, 43° 36' 58.00'' Nord",34172,5 Place des Beaux Arts,Sur le pallier entre le 7ème et le 8ème étage de l'immeuble.,34080,MONTPELLIER,7/3/2007,En intérieur,FicheMesure10671.pdf,Oui,6.99,Lieu d'habitation,CSTB - Saint Martin d'Heres
10677,3.73889,43.79167,"03° 44' 20.00'' Est, 43° 47' 30.00'' Nord",34274,"Camping ""Pic Saint Loup"", route du Pic Saint Loup","Dans la cuisine de Mme DELPECHIN, à l'entrée du camping.",34380,SAINT-MARTIN-DE-LONDRES,8/3/2007,En intérieur,FicheMesure10677.pdf,Oui,6.05,Lieu d'habitation,CSTB - Saint Martin d'Heres
11254,3.88556,43.60833,"03° 53' 08.00'' Est, 43° 36' 30.00'' Nord",34172,265 Avenue des Etats du Languedoc,"Centre commercial Le Polygone, FNAC de Montpellier, devant le rayon accessoire telephone mobile en dessous de l'antenne.",34000,MONTPELLIER,26/4/2007,En intérieur,FicheMesure11254.pdf,Oui,6.98,"Commerce (Centre commercial, ?",EMITECH-Montigny le Bretonneux
11255,3.82583,43.61500,"03° 49' 33.00'' Est, 43° 36' 54.00'' Nord",34172,56 Rue Lejzer Zamenhof,Dans le salon au 1ère étage appartement 4.,34080,MONTPELLIER,27/4/2007,En intérieur,FicheMesure11255.pdf,Oui,8.8,Lieu d'habitation,EMITECH-Montigny le Bretonneux
11811,3.85528,43.62222,"03° 51' 19.00'' Est, 43° 37' 20.00'' Nord",34172,Avenue du père Soulas,"En dessous de l'accès au toit, sur le palier du 4ème et dernier étage de la résidence ""le Cervantes"" (bâtiment A)",34000,MONTPELLIER,1/8/2007,En intérieur,FicheMesure11811.pdf,Oui,9.5,Lieu d'habitation,CSTB - Saint Martin d'Heres
11908,3.86917,43.61361,"03° 52' 09.00'' Est, 43° 36' 49.00'' Nord",34172,20 Rue du Carré du Roi,Au 2ème étage lot 25 sur cour arrière.,34000,MONTPELLIER,12/6/2007,En intérieur,FicheMesure11908.pdf,Oui,10.5,Lieu d'habitation,EMITECH-Montigny le Bretonneux
12596,3.86583,43.64500,"03° 51' 57.00'' Est, 43° 38' 42.00'' Nord",34172,911 Avenue Agropolis,A l'entrée de la serre de l'Institut de Recherche pour le développement,34000,MONTPELLIER,19/11/2007,En intérieur,FicheMesure12596.pdf,Oui,6.8,Lieu d'habitation,AEXPERTISE
12774,3.88556,43.60917,"03° 53' 08.00'' Est, 43° 36' 33.00'' Nord",34172,218 Rue Bastion Ventadour," Hôtel Mercure, au 5ème étage, dans la chambre n°505 ",34000,MONTPELLIER,22/1/2008,En intérieur,FicheMesure12774.pdf,Oui,7.8,Lieu d'habitation,AEXPERTISE
12775,3.83333,43.62111,"03° 49' 60.00'' Est, 43° 37' 16.00'' Nord",34172,2300 Avenue des Moulins,"  Ecole Supérieure de Commerce, bâtiment A, au 4ème étage, dans le bureau Secrétariat RH",34080,MONTPELLIER,22/1/2008,En intérieur,FicheMesure12775.pdf,Oui,9.99,Lieu d'habitation,AEXPERTISE
12776,3.83361,43.62167,"03° 50' 01.00'' Est, 43° 37' 18.00'' Nord",34172,2300 Avenue des Moulins," Ecole Supérieure de Commerce, bâtiment A, au 4ème étage, dans le bureau d'assistante de direction",34080,MONTPELLIER,22/1/2008,En intérieur,FicheMesure12776.pdf,Oui,6.99,Lieu d'habitation,AEXPERTISE
12777,3.83361,43.62167,"03° 50' 01.00'' Est, 43° 37' 18.00'' Nord",34172,2300 Avenue des Moulins,"Ecole Supérieure de Commerce, bâtiment A, au 4ème étage, dans le bureau du directeur ",34080,MONTPELLIER,22/1/2008,En intérieur,FicheMesure12777.pdf,Oui,8.44,Lieu d'habitation,AEXPERTISE
12870,3.23694,43.34556,"03° 14' 13.00'' Est, 43° 20' 44.00'' Nord",34032,7 Avenue Pierre Verdier,"Au 4ème étage, chez M. Castelli, dans la chambre 4",34500,BEZIERS,7/1/2008,En intérieur,FicheMesure12870.pdf,Oui,10.01,Lieu d'habitation,AEXPERTISE
12871,3.23250,43.33639,"03° 13' 57.00'' Est, 43° 20' 11.00'' Nord",34032,21 Rue Jules Védrines,"Résidence Védrines, au 3ème étage, chez Mme Amiel, dans la chambre 1",34500,BEZIERS,28/1/2008,En intérieur,FicheMesure12871.pdf,Oui,6.7,Lieu d'habitation,AEXPERTISE
13476,3.88806,43.62000,"03° 53' 17.00'' Est, 43° 37' 12.00'' Nord",34172,36rer Avenue Saint Lazare,"Chez France Télécom, au 2ème étage, sur le grand plateau, côté opposé à l'avenue Saint Lazare",34000,MONTPELLIER,21/4/2008,En intérieur,FicheMesure13476.pdf,Oui,7.77,Lieu d'habitation,AEXPERTISE
13511,3.98306,43.54611,"03° 58' 59.00'' Est, 43° 32' 46.00'' Nord",34154,147 Avenue Grassion-Cibrand,"Chez M. Bardy, au 3ème étage, dans la chambre 1",34280,MAUGUIO,27/5/2008,En intérieur,FicheMesure13511.pdf,Oui,7.8,Lieu d'habitation,AEXPERTISE
13874,3.24944,43.34861,"03° 14' 58.00'' Est, 43° 20' 55.00'' Nord",34032,45 Avenue de la Voie Domitienne,"Chez Entenial, dans l'angle du bâtiment côté EST, dans le bureau, ",34500,BEZIERS,23/6/2008,En intérieur,FicheMesure13874.pdf,Oui,9.9,Lieu d'habitation,AEXPERTISE
13875,3.24944,43.34861,"03° 14' 58.00'' Est, 43° 20' 55.00'' Nord",34032,45 Avenue de la Voie Domitienne,"Chez Entenial, dans l'angle du bâtiment côté OUEST, dans le bureau",34500,BEZIERS,23/6/2008,En intérieur,FicheMesure13875.pdf,Oui,7.07,Lieu d'habitation,AEXPERTISE
14040,3.89306,43.60806,"03° 53' 35.00'' Est, 43° 36' 29.00'' Nord",34172,23 Allée De Délos,"Orange, 1er étage, à côté du bureau de M. Canet, à 5m de la 2G Box",34000,MONTPELLIER,29/7/2008,En intérieur,FicheMesure14040.pdf,Oui,7.84,Lieu d'habitation,AEXPERTISE
14122,3.87694,43.59806,"03° 52' 37.00'' Est, 43° 35' 53.00'' Nord",34172,25 Avenue de Maurin,"Résidence Les Marescals, Bâtiment I, au 3ème étage, appartement 112, Mme Gonzales, dans la chambre 1",34000,MONTPELLIER,22/8/2008,En intérieur,FicheMesure14122.pdf,Oui,6.06,Lieu d'habitation,AEXPERTISE
14646,3.68556,43.40194,"03° 41' 08.00'' Est, 43° 24' 07.00'' Nord",34301,1222 Chemin Saint Clair,"Devant la fenêtre centrale, côté pylône du foyer des Saints Clairiens",34200,SETE,14/10/2008,En intérieur,FicheMesure14646.pdf,Oui,8.78,Lieu d'habitation,AEXPERTISE
14841,3.91611,43.60722,"03° 54' 58.00'' Est, 43° 36' 26.00'' Nord",34172,215 Avenue Morse,"L'analyse spectrale a été réalisée au niveau du bureau de Mme PALENCIA, situé au 4ème Etage du Bâtiment",34000,MONTPELLIER,27/11/2008,En intérieur,FicheMesure14841.pdf,Oui,10.4,Lieu d'habitation,APAVE Sudeurope (CETE) Tassin la Demi-Lune
14936,3.68417,43.40222,"03° 41' 03.00'' Est, 43° 24' 08.00'' Nord",34301,Chemin des Pierres Blanches,"Notre Dame de la Salette, dans le local technique SFR",34200,SETE,3/12/2008,En intérieur,FicheMesure14936.pdf,Oui,6.78,Lieu d'habitation,AEXPERTISE
14961,3.23194,43.33611,"03° 13' 55.00'' Est, 43° 20' 10.00'' Nord",34032,28 Rue Jean Mermoz,"Mme Cherri, au 1er étage, dans la chambre 1",34500,BEZIERS,28/11/2008,En intérieur,FicheMesure14961.pdf,Oui,8.7,Lieu d'habitation,AEXPERTISE
14962,3.23194,43.33611,"03° 13' 55.00'' Est, 43° 20' 10.00'' Nord",34032,28 Rue Jean Mermoz,"Mme Cherri, au 1er étage, dans la chambre 2",34500,BEZIERS,28/11/2008,En intérieur,FicheMesure14962.pdf,Oui,6.54,Lieu d'habitation,AEXPERTISE
15320,3.77889,43.43472,"03° 46' 44.00'' Est, 43° 26' 05.00'' Nord",34108,36 Avenue des CORMORANS,Résidence AIGRETTES - Palier appartement B3,34110,FRONTIGNAN,15/9/2008,En intérieur,FicheMesure15320.pdf,Oui,8.88,Lieu d'habitation,EMITECH Mesures Orgeval
15366,3.68972,43.40306,"03° 41' 23.00'' Est, 43° 24' 11.00'' Nord",34301,7 Rue du Général Revest,"Auberge de Jeunesse, bâtiment Villa Salis, au 1er étage, dans la chambre n°3, devant la porte",34200,SETE,2/2/2009,En intérieur,FicheMesure15366.pdf,Oui,6.14,Lieu d'habitation,AEXPERTISE
15383,3.27722,43.28306,"03° 16' 38.00'' Est, 43° 16' 59.00'' Nord",34299,78 Rue Ledru Rollin,dans l'atelier de M. Bort,34410,SERIGNAN,3/2/2009,En intérieur,FicheMesure15383.pdf,Oui,8.7,Lieu d'habitation,AEXPERTISE
15409,3.91528,43.60417,"03° 54' 55.00'' Est, 43° 36' 15.00'' Nord",34172,Rue des Cauquilloux,"Cinéma Gaumont, au 1er étage, à côté du projecteur de la salle 1 ",34000,MONTPELLIER,2/2/2009,En intérieur,FicheMesure15409.pdf,Oui,6.88,Lieu d'habitation,AEXPERTISE
15459,3.89361,43.60889,"03° 53' 37.00'' Est, 43° 36' 32.00'' Nord",34172,285 Boulevard de L'aéroport International,"Hôtel Mercure, au 3ème étage, dans la chambre 303",34000,MONTPELLIER,10/2/2009,En intérieur,FicheMesure15459.pdf,Oui,9.77,Lieu d'habitation,AEXPERTISE
15684,3.87722,43.60972,"03° 52' 38.00'' Est, 43° 36' 35.00'' Nord",34172,1 Place Jean Jaurès,4ème étage sur le palier devant l'escalier,34000,MONTPELLIER,25/2/2009,En intérieur,FicheMesure15684.pdf,Oui,10.47,Lieu d'habitation,AEXPERTISE
16265,3.87278,43.64556,"03° 52' 22.00'' Est, 43° 38' 44.00'' Nord",34172,911 Avenue Agropolis,"Institut de Recherche pour le Développement, à l'entrée de la serre",34090,MONTPELLIER,27/4/2009,En intérieur,FicheMesure16265.pdf,Oui,9.78,Lieu d'habitation,AEXPERTISE
16362,3.72667,43.42917,"03° 43' 36.00'' Est, 43° 25' 45.00'' Nord",34108,Route de Balaruc,"Cité Paul Riquet, bâtiment 13, 4ème étage, chez M. ABDELKADER, dans la chambre enfant",34110,FRONTIGNAN,19/5/2009,En intérieur,FicheMesure16362.pdf,Oui,8.88,Lieu d'habitation,AEXPERTISE
16606,3.83556,43.63917,"03° 50' 08.00'' Est, 43° 38' 21.00'' Nord",34172,245 Rue De la Galéra,"Orange, bâtiment 10, au 2ème étage, dans le bureau 222 de M. IMBERT",34000,MONTPELLIER,11/6/2009,En intérieur,FicheMesure16606.pdf,Oui,6.66,Lieu d'habitation,AEXPERTISE
17114,3.90000,43.61861,"03° 53' 60.00'' Est, 43° 37' 07.00'' Nord",34172,88 Rue André Malraux,"Résidence La Pompignane, rez-de-chaussée, appartement 32, M. ROBERT, dans la pièce principale, devant la fenêtre côté cuisine",34000,MONTPELLIER,6/7/2009,En intérieur,FicheMesure17114.pdf,Oui,7.77,Lieu d'habitation,AEXPERTISE
17436,3.27028,43.33444,"03° 16' 13.00'' Est, 43° 20' 04.00'' Nord",34032,Avenue du VIGUIER,Parc d'Exposition BEZIERS - CCI - Salle de réunion,34500,BEZIERS,10/7/2009,En intérieur,FicheMesure17436.pdf,Oui,6.78,Lieu d'habitation,EMITECH Chassieu
17439,3.68750,43.48778,"03° 41' 15.00'' Est, 43° 29' 16.00'' Nord",34213,ZI des TROUYAUX,Bâtiment administratif - Dernier étage - Salle de réunion,34560,POUSSAN,9/7/2009,En intérieur,FicheMesure17439.pdf,Oui,9.78,Lieu d'habitation,EMITECH Chassieu
17637,3.46667,43.31333,"03° 28' 00.00'' Est, 43° 18' 48.00'' Nord",34003,Impasse du Commandant Réveille,"M. et Mme PAVILLON, dans la cuisine",34300,AGDE,14/8/2009,En intérieur,FicheMesure17637.pdf,Oui,6.78,Lieu d'habitation,AEXPERTISE
17710,3.84583,43.59722,"03° 50' 45.00'' Est, 43° 35' 50.00'' Nord",34172,521 Impasse Stefan ZWEIG,Salon,34070,MONTPELLIER,4/8/2009,En intérieur,FicheMesure17710.pdf,Oui,9.78,Lieu d'habitation,EMITECH Chassieu
17945,3.92611,43.60750,"03° 55' 34.00'' Est, 43° 36' 27.00'' Nord",34172,235 Rue Georges Melies,"Rez de chaussée, Salle 12, en bas face à l'écran",34000,MONTPELLIER,9/9/2009,En intérieur,FicheMesure17945.pdf,Oui,6.45,Lieu d'habitation,BUREAU VERITAS - Rueil-Malmaison
17947,3.90111,43.61861,"03° 54' 04.00'' Est, 43° 37' 07.00'' Nord",34172,134 Rue d'Astier de la Vigerie,"Crèche Ricochet, dans la chambre des Grands",34000,MONTPELLIER,9/9/2009,En intérieur,FicheMesure17947.pdf,Oui,6.89,Lieu d'habitation,AEXPERTISE
18201,3.92694,43.58278,"03° 55' 37.00'' Est, 43° 34' 58.00'' Nord",34129,Route de Carnon,"Centre Commercial Grand Sud, dans la boutique Bouygues Telecom",34970,LATTES,10/9/2009,En intérieur,FicheMesure18201.pdf,Oui,6.66,"Commerce (Centre commercial, ?",AEXPERTISE
18658,3.89028,43.60528,"03° 53' 25.00'' Est, 43° 36' 19.00'' Nord",34172,70 Avenue du Pont Juvénal,"Résidence Goélia Sun City, 5ème étage devant l'appartement 504",34000,MONTPELLIER,10/11/2009,En intérieur,FicheMesure18658.pdf,Oui,7.47,Lieu d'habitation,AEXPERTISE
20197,3.49194,43.27667,"03° 29' 31.00'' Est, 43° 16' 36.00'' Nord",34003,1 Impasse Anne-Marie CELESTE,Résidence Santa Monica 1 - Appartement 210 - Balcon,34300,AGDE,17/2/2010,En intérieur,FicheMesure20197.pdf,Oui,6.47,Lieu d'habitation,EMITECH Chassieu
20646,3.88056,43.60139,"03° 52' 50.00'' Est, 43° 36' 05.00'' Nord",34172,13 Rue Sainte Catherine,Bureau séjour,34000,MONTPELLIER,17/3/2010,En intérieur,FicheMesure20646.pdf,Oui,6.78,Lieu d'habitation,EMITECH Chassieu
20916,3.87972,43.60667,"03° 52' 47.00'' Est, 43° 36' 24.00'' Nord",34172,8 Rue de Maguelone,"BNP Paribas, 3ème étage, dans la salle syndicale",34070,MONTPELLIER,31/5/2010,En intérieur,FicheMesure20916.pdf,Oui,9.41,Lieu d'habitation,AEXPERTISE
20917,3.85583,43.60944,"03° 51' 21.00'' Est, 43° 36' 34.00'' Nord",34172,171 Impasse de la Tour Buffel,"Résidence Les Launes, bâtiment 3, 4ème étage, chez M. FONTAINE, dans le salon",34000,MONTPELLIER,31/5/2010,En intérieur,FicheMesure20917.pdf,Oui,11.47,Lieu d'habitation,AEXPERTISE
21726,3.91000,43.61528,"03° 54' 36.00'' Est, 43° 36' 55.00'' Nord",34172,120 Allée John Napier,"Au 2ème étage, NEOTIC, dans le bureau du P.D.G.",34000,MONTPELLIER,7/10/2010,En intérieur,FicheMesure21726.pdf,Oui,6.48,Lieu d'habitation,AEXPERTISE
22457,3.23694,43.34556,"03° 14' 13.00'' Est, 43° 20' 44.00'' Nord",34032,7 Avenue Pierre Verdier,"Au 4ème étage, chez M. CASTELLI, dans la chambre 4",34500,BEZIERS,27/1/2011,En intérieur,FicheMesure22457.pdf,Oui,7.88,Lieu d'habitation,AEXPERTISE
22461,3.69500,43.39833,"03° 41' 42.00'' Est, 43° 23' 54.00'' Nord",34301,Rue Lacan,"Ecole Colbert, dans la cour côté toboggan",34200,SETE,26/1/2011,En intérieur,FicheMesure22461.pdf,Oui,6.05,Lieu d'habitation,AEXPERTISE
22733,3.95194,43.57361,"03° 57' 07.00'' Est, 43° 34' 25.00'' Nord",34198,Route de la Foire,"Arena, 2ème étage, dans l'open-space, devant le bureau 5, sous l'antenne",34470,PEROLS,14/2/2011,En intérieur,FicheMesure22733.pdf,Oui,6.47,Lieu d'habitation,AEXPERTISE
22985,3.83972,43.60861,"03° 50' 23.00'' Est, 43° 36' 31.00'' Nord",34172,888 Rue François Dezeuze,"Résidence Les Portes de la Martelle, 5ème étage, Mme MILHAVET, dans la chambre enfant 2 située à l'étage du duplex",34070,MONTPELLIER,20/4/2011,En intérieur,FicheMesure22985.pdf,Oui,8.77,Lieu d'habitation,AEXPERTISE
23012,4.00889,43.61667,"04° 00' 32.00'' Est, 43° 37' 00.00'' Nord",34154,Place de la Libération,"Hôtel de Ville, au 2ème étage, dans le bureau du Conseiller général",34130,MAUGUIO,20/4/2011,En intérieur,FicheMesure23012.pdf,Oui,7.77,Lieu d'habitation,AEXPERTISE
23070,3.23083,43.35111,"03° 13' 51.00'' Est, 43° 21' 04.00'' Nord",34032,2 Avenue Ferdinand de Lesseps,"Clinique La Pergola, 3ème étage, dans l'infirmerie",34500,BEZIERS,5/5/2011,En intérieur,FicheMesure23070.pdf,Oui,6.48,Lieu d'habitation,AEXPERTISE
23166,3.87667,43.55750,"03° 52' 36.00'' Est, 43° 33' 27.00'' Nord",34129,Avenue Montpellieret,Dernier étage de l'établissement bureau 4237 face à la fenêtre,34970,LATTES,7/5/2011,En intérieur,FicheMesure23166.pdf,Oui,7.77,Lieu d'habitation,BUREAU VERITAS - Rueil-Malmaison
23330,3.88278,43.60833,"03° 52' 58.00'' Est, 43° 36' 30.00'' Nord",34172,21 Rue Baudin,"Au 1er étage, chez M. LÉVY, dans la chambre ",34000,MONTPELLIER,7/6/2011,En intérieur,FicheMesure23330.pdf,Oui,6.84,Lieu d'habitation,AEXPERTISE
23414,3.72917,43.42639,"03° 43' 45.00'' Est, 43° 25' 35.00'' Nord",34108,Avenue du Stade,"Ecole Elémentaire Les Lavandins, 1er étage, dans la classe 3",34110,FRONTIGNAN,1/7/2011,En intérieur,FicheMesure23414.pdf,Oui,8.78,Lieu d'habitation,AEXPERTISE
23492,3.59333,43.43472,"03° 35' 36.00'' Est, 43° 26' 05.00'' Nord",34157,755 Chemin du Romany,"Chez M. et Mme MOLINIER, au rez-de-chaussée, dans le salon",34140,MEZE,30/6/2011,En intérieur,FicheMesure23492.pdf,Oui,8.77,Lieu d'habitation,AEXPERTISE
23736,3.26111,43.34167,"03° 15' 40.00'' Est, 43° 20' 30.00'' Nord",34032,ZAC de Montimaran,"Galerie marchande Géant Casino, Club Bouygues Telecom, rez-de-chaussée, devant le poste 2",34500,BEZIERS,9/8/2011,En intérieur,FicheMesure23736.pdf,Oui,6.47,Lieu d'habitation,AEXPERTISE
23785,3.67444,43.41056,"03° 40' 28.00'' Est, 43° 24' 38.00'' Nord",34301,4 Rue des Écoles,"École élémentaire Ferdinand Buisson, 1er étage, dans le couloir, au nord-est de la classe 4",34200,SETE,10/8/2011,En intérieur,FicheMesure23785.pdf,Oui,7.48,Lieu d'habitation,AEXPERTISE
24013,3.82056,43.63528,"03° 49' 14.00'' Est, 43° 38' 07.00'' Nord",34172,42 Rue Pierre d'Auvergne,"Chez M. PETIT, 1er étage, dans la chambre",34000,MONTPELLIER,19/9/2011,En intérieur,FicheMesure24013.pdf,Oui,11.02,Lieu d'habitation,AEXPERTISE
24558,4.01417,43.61583,"04° 00' 51.00'' Est, 43° 36' 57.00'' Nord",34154,Enclos Georges Sand ,Devant le n°56,34130,MAUGUIO,30/11/2011,En intérieur,FicheMesure24558.pdf,Oui,9.78,Lieu d'habitation,AEXPERTISE
25189,3.69556,43.40139,"03° 41' 44.00'' Est, 43° 24' 05.00'' Nord",34301,7 Rue Paul Valery,"Hôtel de Ville de Sète, 2ème étage, dans le bureau 221",34200,SETE,1/3/2012,En intérieur,FicheMesure25189.pdf,Oui,9.78,Lieu d'habitation,AEXPERTISE
25198,3.90111,43.61222,"03° 54' 04.00'' Est, 43° 36' 44.00'' Nord",34172,223 Rue de la Vieille Poste,"Chez Mme BERTHE, au rez-de-chaussée, dans le salon",34000,MONTPELLIER,23/2/2012,En intérieur,FicheMesure25198.pdf,Oui,6.47,Lieu d'habitation,AEXPERTISE
25211,3.89694,43.59889,"03° 53' 49.00'' Est, 43° 35' 56.00'' Nord",34172,Place Georges Frêche,"Hôtel de Ville, Bâtiment principal, au rez-de-chaussée, dans le hall d'accueil, en face de l'entrée",34000,MONTPELLIER,24/2/2012,En intérieur,FicheMesure25211.pdf,Oui,8.78,Lieu d'habitation,AEXPERTISE
